Reaction	EC-Number	Object ID
GDP-beta-L-fucose + Man3(GlcNAc)4-[protein]  ->  an N4-{beta-D-GlcNAc-(1->2)-alpha-D-Man-(1->3)-[beta-D-GlcNAc-(1->2)-alpha-D-Man-(1->6)]-beta-D-Man-(1->4)-beta-D-GlcNAc-(1->4)-[alpha-L-Fuc-(1->6)]-beta-D-GlcNAc}-N-Asn-[protein] + GDP + H+	EC-2.4.1.68	2.4.1.68-RXN
(L-threonyl)adenylate + a holo-[L-threonyl-carrier protein]  ->  an L-threonyl-[L-threonyl-carrier protein] + AMP + H+		RXN-19454
acetate + diphosphate  =  acetyl phosphate + phosphate	EC-2.7.2.12	ACETATE-KINASE-PYROPHOSPHATE-RXN
a nascent peptidoglycan with D,D cross-links (meso-diaminopimelate containing)[periplasm]  ->  a mature peptidoglycan with D,D cross-links (meso-diaminopimelate containing)[periplasm] + di-trans,octa-cis-undecaprenyl diphosphate[periplasm] + H+[periplasm]		RXN-16689
sulfite + 2 an oxidized c-type cytochrome + H2O  ->  sulfate + 2 a reduced c-type cytochrome + 2 H+	EC-1.8.2.1	SULFITE-DEHYDROGENASE-RXN
a carotenoid beta-end group + 2 an oxidized electron carrier  ->  a carotenoid chi-end group + 2 a reduced two electron carrier	EC-1.3.99.40	RXN-19144
citrate + an acetyl-holo [citrate lyase acyl-carrier protein] + H+  ->  a citryl-holo [citrate lyase acyl-carrier protein] + acetate	EC-2.8.3.10	CITTRANS-RXN
thiamine + ATP  ->  thiamine phosphate + ADP + H+	EC-2.7.1.89	THIKIN-RXN
tetramethylammonium + a [Co(I) tetramethylammonium-specific corrinoid protein] + H+  ->  a [methyl-(Co(III) tetramethylammonium-specific corrinoid protein] + trimethylamine	EC-2.1.1.252	RXN-8132
2-methylpropan-1-amine + FADH2 + dioxygen  ->  N-(2-methylpropyl)hydroxylamine + FAD + H2O + 2 H+	EC-1.14.14.30	RXN-13669
a 12-methyltridecanoyl-[acp] + H2O  ->  12-methyltridecanoate + acyl-carrier protein + H+	EC-3.1.2.14	RXN-21714
initiator tRNAMet + L-methionine + ATP  ->  an L-methionyl-[initiator tRNAMet] + AMP + diphosphate	EC-6.1.1.10	RXN-16165
fagopyritol A2 + a D-galactoside  ->  fagopyritol A3		RXN-8440
N1-(3,4-dihydroxybenzoyl)-N8-citryl-spermidine + spermidine + ATP  ->  N1-(3,4-dihydroxybenzoyl)-N8,N'8-citryl-bis(spermidine) + AMP + diphosphate + H+	EC-6.3.2	RXN-10678
crotonyl-[acyl-carrier protein] reductase (NADP)	EC-1.3.1.104 // EC-1.3.1.10 // EC-1.3.1.39	RXN-9515
4-hydroxyacetophenone + NADPH + dioxygen + H+  ->  4-acetoxyphenol + NADP+ + H2O	EC-1.14.13.84	RXN-13129
UDP-alpha-D-glucose + beta-D-GlcNAc-(1->3)-beta-D-Gal-(1->3)-alpha-D-GalNAc-(1->3)-alpha-D-GlcNAc-PP-undecaprenol  ->  UDP + alpha-D-Glc-(1->4)-[beta-D-GlcNAc-(1->3)]-beta-D-Gal-(1->3)-alpha-D-GalNAc-(1->3)-alpha-D-GlcNAc-PP-undecaprenol + H+	EC-2.4.1	RXN-21909
a 2,3-dihydroxybenzoyl-L-cysteinyl-[L-cysteinyl-carrier protein]  ->  a 2,3-dihydroxybenzoylthiazolinyl-[L-cysteinyl-carrier protein] + H2O	EC-3.13.1	RXN-19496
geranyl diphosphate + olivetolate  ->  cannabigerolate + diphosphate	EC-2.5.1.102	RXN-7853
phthalate 4,5-cis-dihydrodiol + NAD+  =  4,5-dihydroxyphthalate + NADH + H+	EC-1.3.1.64	1.3.1.64-RXN
2-oxosuberate + H+  ->  7-oxoheptanoate + CO2		R224-RXN
3-oxo-meristoyl-[acyl-carrier protein] reductase	EC-1.1.1.100	RXN-9536
S-adenosyl-L-methionine + an N,N-dimethylornithine lipid  ->  an N,N,N-trimethylornithine lipid + S-adenosyl-L-homocysteine + H+		RXN-18676
a (3R)-3-hydroxy-15-methylhexanoyl-[acp] + UDP-3-O-[(3R)-3-hydroxy-hexadecanoyl]-alpha-D-glucosamine  ->  UDP-2-N-[(3R)-3-hydroxy-16-methylhexadecanoyl]-3-O-[(3R)-3-hydroxyhexadecanoyl]-alpha-D-glucosamine + acyl-carrier protein + H+	EC-2.3.1.191	RXN-22245
(8S)-8-amino-7-oxononanoate + a [protein]-L-lysine + NAD(P)H  ->  a [protein]-N6-[(2S,3R)-2-amino-8-carboxyoctan-3-yl]-L-lysine + NAD(P)+ + H2O		RXN-21307
linoleate + dioxygen  ->  (13S)-HPODE	EC-1.13.11.12	LIPOXYGENASE-RXN
palmitoyl-CoA + an oxidized electron-transfer flavoprotein + H+  ->  (2E)-hexadecenoyl-CoA + a reduced electron-transfer flavoprotein	EC-1.3.8.9	RXN-16540
S-adenosyl-L-methionine + a CpG site  ->  a 5-methyl-CpG site + S-adenosyl-L-homocysteine + H+	EC-2.1.1	RXN-15656
a malonyl-[acp] + H+  ->  an acetyl-[acp] + CO2	EC-4.1.1.M15	MALONYL-ACPDECARBOX-RXN
3-[(4'-methylsulfanyl)butyl]malate + NAD+  <-->  3-carboxy-7-(methylsulfanyl)-2-oxoheptanoate + NADH + H+		RXN-18206
a cis-vaccenoyl-[acp] + NAD+  <-  a (2E,11Z)-octadeca-2,11-dienoyl-[acp] + NADH + H+	EC-1.3.1.9	RXN-9558
glutarate + 2-oxoglutarate + dioxygen  ->  (S)-2-hydroxyglutarate + succinate + CO2	EC-1.14.11.64	RXN0-7316
N4-(beta-N-acetyl-D-glucosaminyl)-L-asparagine + H2O  ->  N-acetyl-beta-glucosaminylamine + L-aspartate + H+	EC-3.5.1.26	3.5.1.26-RXN
a (2E,5S,6S,7R,8R,10E,12R,13S)-5,6,7,13-tetrahydroxy-3,8,12-trimethyltetradeca-2,10-dienoyl-[acp] + dioxygen  ->  a (2E)-3-methyl-4-[(2S,3R,4S,5R)-3,4,5-trihydroxy-5-[(2E,4R,5S)-5-hydroxy-4-methylhex-2-en-1-yl]oxan-2-yl]but-2-enoyl-[acp] + H2O	EC-1.13.12.M4	RXN-19865
N,N'-diacetylchitobiose + phosphate  <-->  N-acetyl-alpha-D-glucosamine 1-phosphate + N-acetyl-D-glucosamine	EC-2.4.1.280	RXN-12627
a (7Z)-hexadec-7-enoyl-[acp] + NAD+  <-  a (2E,7Z)-hexadeca-2,7-dienoyl-[acp] + NADH + H+	EC-1.3.1.9	RXN-16624
2-aminoprop-2-enoate  ->  2-iminopropanoate		RXN-15124
a palmitoleoyl-[acp] + alpha-Kdo-(2->4)-alpha-Kdo-(2->6)-lipid IVA (E. coli)  ->  Kdo2-(palmitoleoyl)-lipid IVA + acyl-carrier protein	EC-2.3.1.242	PALMITOTRANS-RXN
S-adenosyl-L-methionine + ethanolamine  ->  N-monomethylethanolamine + S-adenosyl-L-homocysteine + H+	EC-2.1.1	RXN-5761
a (3R)-3-hydroxydecanoyl-[acp]  ->  a (2E)-dec-2-enoyl-[acp] + H2O	EC-4.2.1.59	RXN-9655
3-deoxy-D-glycero-D-galacto-non-2-ulopyranosonate + CTP  ->  CMP-3-deoxy-D-glycero-D-galacto-non-2-ulopyranosonate + diphosphate	EC-2.7.7.92	RXN-9993
an N-acetyl-6-diazo-5-oxo-L-norleucyl-[6-diazo-5-oxo-L-norleucine-carrier protein] + H2O  ->  a 6-diazo-5-oxo-L-norleucyl-[6-diazo-5-oxo-L-norleucine-carrier protein] + acetate	EC-3.5.1	RXN-22522
myo-inositol + NAD+  <-->  scyllo-inosose + NADH + H+	EC-1.1.1.18	MYO-INOSITOL-2-DEHYDROGENASE-RXN
L-serine + 8 malonyl-CoA + 2 S-adenosyl-L-methionine + ATP + 8 NADPH + 13 H+  ->  Dieckmann product + 8 CO2 + 2 S-adenosyl-L-homocysteine + AMP + 8 coenzyme A + 8 NADP+ + diphosphate + 6 H2O	EC-2.3.1	RXN-16692
UDP-alpha-D-glucose + cholesterol  ->  UDP + cholesteryl-beta-D-glucoside + H+	EC-2.4.1.173	RXN-12127
fenamiphos + H2O  ->  3-methyl-4-(methylsulfanyl)phenol + ethoxy(isopropylamino)phosphinate + H+	EC-3.1.8.1	RXN-20733
(5Z,8Z,11Z,14Z,17Z)-icosapentaenoate + dioxygen  ->  15(S)-HpEPE	EC-1.13.11.33	RXN-23473
tetraketide-[rifamycin PKS] + NADPH + dioxygen + H+  ->  7-(3-amino-2,5-dihydroxyphenyl)-7-hydroxy-2,6-dimethyl-3,5-dioxoheptanoyl-[rifamycin PKS] + NADP+ + H2O	EC-1.14.13.M73	RXN-20247
19E-geissoschizine + NADP+  <-  4,21-dehydrogeissoschizine + NADPH	EC-1.3.1.36	GEISSOSCHIZINE-DEHYDROGENASE-RXN
a (3R,7Z)-3-hydroxytetradec-7-enoyl-[acp]  ->  a (2E,7Z)-tetradeca-2,7-dienoyl-[acp] + H2O	EC-4.2.1.59	RXN-10656
UDP-alpha-D-glucose + (-)-epicatechin  ->  (-)-epicatechin-3'-O-glucoside + UDP + H+	EC-2.4.1.M12	RXN-17697
a (3R,5Z)-3-hydroxydodec-5-enoyl-[acp]  ->  a (2E,5Z)-dodeca-3,5-dienoyl-[acp] + H2O	EC-4.2.1.59	RXN0-2144
(4Z,7Z,10Z,13Z,16Z,19Z)-docosahexaenoyl-CoA + cholesterol  ->  cholesteryl docosahexaenoate + coenzyme A	EC-2.3.1.26	RXN-20226
3-amino-5-hydroxybenzoyl-[chaxamycin PKS] + 2 (S)-methylmalonyl-CoA + malonyl-CoA + NADPH + 4 H+  ->  a tetraketide-[chaxamycin PKS] + 3 CO2 + 3 coenzyme A + NADP+	EC-2.3.1	RXN-20290
chorismate  <-->  prephenate	EC-5.4.99.5	CHORISMATEMUT-RXN
glycine + a holo-[SfmB glycyl-carrier protein] + ATP  ->  a glycyl-[SfmB glycyl-carrier-protein] + AMP + diphosphate	EC-6.2.1.66	RXN-16726
a xyloglucan + n H2O  ->  n a xyloglucan oligosaccharide	EC-3.2.1.151	3.2.1.151-RXN
an L-cysteinyl-[PchF non-ribosomal peptide synthase] + hydroxyphenyl-thiazolinyl-[PchE non-ribosomal peptide synthase]  ->  hydroxyphenyl-4,2-bis-thiazolinyl-[PchF non-ribosomal peptide synthase] + a [PchE non-ribosomal peptide synthase] + H2O + H+		RXN-11120
a [elongation-Factor-P]-L-lysine + (R)-beta-lysine + ATP  ->  a [elongation-Factor-P]-N6-(beta-lysyl)-L-lysine + AMP + diphosphate + H+	EC-6.3.1	RXN0-6531
4-hydroxy-3-prenylmandelate + dioxygen  ->  4-hydroxy-3-prenylbenzoate + CO2 + H2O	EC-1.13.12.23	RXN-14670
S-adenosyl-L-methionine + C34-phenolphthiotriol A  ->  C35-phenolphthiocerol A + S-adenosyl-L-homocysteine + H+	EC-2.1.1.M12	RXN-17233
(4S,6S,7R,8S)-7,10-dihydroxy-8-(hydroxymethyl)-2,5-diazatricyclo[7.4.0.04,6]trideca-1(9),10,12-triene-12-carboxy-[acp] + H2O  ->  9beta-mitosane core + acyl-carrier protein		RXN-20321
(-)-isodihydrocarveol + NAD+  ->  (-)-isodihydrocarvone + NADH + H+	EC-1.1.1.296	RXN-9426
acetyl-CoA + 6 malonyl-CoA + acyl-carrier protein + 6 H+  ->  a pentadecane-2,4,6,8,10,12,14-heptonyl-[acp] + 6 CO2 + 7 coenzyme A	EC-2.3.1	RXN-16855
S-adenosyl-L-methionine + a guanine1835 in 23S rRNA  ->  S-adenosyl-L-homocysteine + an N2-methylguanine1835  in 23S rRNA + H+	EC-2.1.1.174	RXN-11635
glycerophosphorylethanolamine phosphodiesterase	EC-3.1.4.46 // EC-3.1.4.2	RXN-14160
2 S-adenosyl-L-methionine + a [lipoyl-carrier protein] N6-octanoyl-L-lysine + an [Fe-S] cluster scaffold protein carrying a [4Fe-4S]+2 cluster + 2 a reduced ferredoxin [iron-sulfur] cluster + 6 H+  ->  a [lipoyl-carrier protein]-N6-[(R)-dihydrolipoyl]-L-lysine + 2 5'-deoxyadenosine + 2 L-methionine + an [Fe-S] cluster scaffold protein + 2 S2- + 4 Fe2+ + 2 an oxidized ferredoxin [iron-sulfur] cluster	EC-2.8.1.8	RXN0-949
malonyl-CoA + naringin  ->  6"-O-malonylnaringin + coenzyme A	EC-2.3.1	RXN-22899
S-adenosyl-L-methionine + a 3-acetyl-(5R,7R,8R)-5,7,8-trihydroxynon-2-enoyl-[BryA polyketide synthase]  ->  S-adenosyl-L-homocysteine + a 3-methylacetyl-(5R,7R,8R)-5,7,8-trihydroxynon-2-enoyl-[BryA polyketide synthase]	EC-2.1.1	RXN-20466
L-alanine + vanillin  <-->  pyruvate + vanillylamine	EC-2.6.1.119	RXN-8925
demethylmenaquinol-8 + an oxidized electron carrier  =  2-demethylmenaquinone-8 + a reduced two electron carrier		RXN-11165
UDP-alpha-D-glucose + ginsenoside F2  ->  ginsenoside Rd + UDP + H+	EC-2.4.1.365	RXN-19695
cis,cis-delta13,31-3-oxo-C50:2-[acyl-carrier protein] reductase	EC-1.1.1.M9	RXN1G-1050
(4-aminophenyl)arsonous acid + a reduced two electron carrier + dioxygen  ->  arsenous acid + 4-aminocyclohexa-2,5-dien-1-one + an oxidized electron carrier	EC-1.13.11.M19	RXN-22371
ATP + glycine + a 2-[(2R,5R,6R)-2-hydroxy-5,6-dimethyl-4-methylideneoxan-2-yl]acetyl-[PedI polyketide synthase] + a holo [PedF polyketide synthase]  ->  a 2-{2-[(2R,5R,6R)-2-hydroxy-5,6-dimethyl-4-methylideneoxan-2-yl]acetamido}acetyl-[PedF polyketide synthase] + a holo [PedI polyketide synthase] + AMP + diphosphate + H+		RXN-20486
UDP-beta-L-arabinopyranose + 1D-1-O-(indol-3-yl)acetyl-myo-inositol  ->  UDP + (indol-3-yl)acetyl-myo-inositol L-arabinoside + H+	EC-2.4.2.34	2.4.2.34-RXN
a [SoxY protein]-S-sulfanyl-L-cysteine + intracellular S0n  ->  a [SoxY protein]-L-cysteine + intracellular S0n+1		RXN-11955
an [acetyl-CoA carboxylase]-O-phospho-L-serine + H2O  ->  an [acety CoA-carboxylases] L-serine + phosphate	EC-3.1.3.44	ACETYL-COA-CARBOXYLASE-PHOSPHATASE-RXN
myristoylated ferribactin + H2O  ->  ferribactin + tetradecanoate	EC-3.5.1	RXN-16727
3-oxo-C86-trans-methoxy-mycolate reductase	EC-1.1	RXN1G-1528
bisanhydrobacterioruberin  ->  C.p.473	EC-5.5.1.M11	RXN-19170
Ni-[HypA hydrogenase accessory protein] + {[NiFe]-hydrogenase large subunit}-Fe(CO)(CN)2  ->  [NiFe]-hydrogenase large subunit with unformed NiFe(CO)(CN)2 cofactor + a HypA hydrogenase accessory protein		RXN-22650
O-phospho-L-homoserine + H2O  ->  L-threonine + phosphate	EC-4.2.3.1	THRESYN-RXN
a (3R)-3-hydroxyoctadecanoyl-[acp domain within a fatty acid synthase] + NADP+  <-  a 3-oxooctadecanoyl-[acp domain within a fatty acid synthase] + NADPH + H+	EC-2.3.1.86	RXN-20769
geranyl &beta;-primeverosidase	EC-3.2.1.149	RXN-13691
a long-chain fatty acyl-[acyl-carrier protein] + H2O  ->  a long-chain fatty acid + acyl-carrier protein + H+	EC-3.1.2.14	RXN-17108
prochaetoglobosin IV + 2 a reduced [NADPH-hemoprotein reductase] + 2 dioxygen  ->  20-dihydro-chaetoglobosin A + 2 an oxidized [NADPH-hemoprotein reductase] + 2 H2O	EC-1.14.14	RXN-16186
L-ornithine + a (3R)-3-hydroxyacyl-[acyl-carrier protein]  ->  a lyso-ornithine lipid + acyl-carrier protein + H+	EC-2.3.2.30	RXN-12431
4-hydroxyphenylbutan-2-one + NADP+  <-  4-hydroxybenzalacetone + NADPH + H+	EC-1.3.1	RXN-8459
a cis,cis-delta5,23-3-hydroxyC42:2-[acp]  ->  a trans-delta2-cis,cis-delta5,23-C42:3-[acp] + H2O	EC-4.2.1.M1	RXN1G-214
3-oxo-2-(cis-2'-pentenyl)-cyclopentane-1-hexanoyl-CoA + acetyl-CoA  <-  3-oxo-2-(cis-2'-pentenyl)-cyclopentane-1-(3-oxooctanoyl)-CoA + coenzyme A	EC-2.3.1.16	RXN-10699
L-leucine + a reduced [NADPH-hemoprotein reductase] + dioxygen  ->  N-hydroxy-L-leucine + an oxidized [NADPH-hemoprotein reductase] + H+ + H2O		RXN-20907
2-propylphenol-3-monooxygenase	EC-1.14.13	RXN-13151
4 S-adenosyl-L-methionine + 2 a 3-hydroxyquinaldyl-D-cysteinyl-glycyl-[non-ribosomal peptide synthase] + 2 (S-methyl-L-cysteinyl)adenylate + 2 L-cysteine + 2 ATP  ->  thiocoraline dithiol + 2 non-ribosomal peptide synthase + 4 AMP + 4 S-adenosyl-L-homocysteine + 2 diphosphate + 10 H+	EC-6.3.2	RXN-17173
dTDP-beta-L-rhamnose + alpha-L-Rha-(1->2)-alpha-L-Rha-(1->3)-alpha-D-GlcNAc-PP-Und  ->  alpha-L-Rha-(1->3)-alpha-L-Rha-(1->2)-alpha-L-Rha-(1->3)-alpha-D-GlcNAc-PP-Und + dTDP + H+	EC-2.4.1	RXN-21926
2 a reduced c-type cytochrome[periplasm] + arsenate + 4 H+  <-  2 an oxidized c-type cytochrome[periplasm] + arsenous acid + H2O	EC-1.20.2.1	RXN-12586
zeaxanthin + 2 dioxygen  ->  2 3-hydroxy-beta-ionone + 4,9-dimethyldodeca-2,4,6,8,10-pentaene-1,12-dial	EC-1.13.11.71	RXN-7885
trans-delta2-cis-delta9-C28:2-[acyl-carrier protein] reductase	EC-1.3.1.118	RXN1G-285
L-tryptophan + dioxygen  ->  hydrogen peroxide + alpha,beta-didehydrotryptophan + H+	EC-1.3.3.10	1.4.3.17-RXN
D-Hiv-D-Val-L-Lac-L-Val-[valyl-carrier protein] + TE domain  ->  D-Hiv-D-Val-L-Lac-L-Val-[thioesterase domain] + a holo-[valyl-carrier protein]		RXN-22855
cyclohex-1-ene-1-carbonyl-CoA + an oxidized electron-transfer flavoprotein + H+  <-->  cyclohex-1,5-diene-1-carbonyl-CoA + a reduced electron-transfer flavoprotein	EC-1.3.8.10	R265-RXN
a 5-(2-methoxy-2-oxoethyl)uridine34 in tRNA + a thiocarboxylated-[ubiquitin-related modifier 1] + ATP + H2O  ->  a 5-(2-methoxy-2-oxoethyl)2-thiouridine34 in tRNA + a ubiquitin-related modifier 1 + AMP + diphosphate + 2 H+	EC-2.8.1	RXN-18699
(11Z,14Z,17Z)-icosatrienoyl-CoA + H2O  ->  (11Z,14Z,17Z)-icosa-11,14,17-trienoate + coenzyme A + H+	EC-3.1.2	RXN-12998
UDP-alpha-D-glucose + beta-D-Glc-(1->3)-alpha-D-Gal-PP-Und  ->  beta-D-Glc-(1->4)-beta-D-Glc-(1->3)-alpha-D-Gal-diphosphoundecaprenol + UDP + H+	EC-2.4.1	RXN-21323
L-lysine + a tRNALys + ATP  ->  an L-lysyl-[tRNALys] + AMP + diphosphate	EC-6.1.1.6	LYSINE--TRNA-LIGASE-RXN
cis,cis-delta13,25-3-oxo-C44:2-[acyl-carrier protein] synthase	EC-2.3.1.294	RXN1G-32
(R)-lactate + 2 an oxidized cytochrome c-553  ->  pyruvate + 2 a reduced cytochrome c-553 + 2 H+	EC-1.1.2.5	1.1.2.5-RXN
4-(methylsulfanyl)-N-(sulfonatooxy)butanimidothioic acid  ->  5-(methylsulfanyl)pentanenitrile + sulfate + sulfur(0) + H+	EC-4.8.1.e	RXN-18223
myristoyl-CoA + L-asparaginyl-[ClbN polyketide synthase]  ->  myristoyl-D-asparaginyl-[ClbN polyketide synthase] + coenzyme A + H+		RXN-21109
an N-acyl-D-aspartate + H2O  ->  a carboxylate + D-aspartate	EC-3.5.1.83	3.5.1.83-RXN
an L-glutamyl-[BtrI L-glutamyl-carrier protein] + H+  ->  a 4-amino butanoyl-[BtrI L-glutamyl-carrier protein] + CO2	EC-4.1.1.95	RXN-13214
(S)-beta-macrocarpene + a reduced [NADPH-hemoprotein reductase] + dioxygen  ->  [(4S)-4-(5,5-dimethylcyclohex-1-en-1-yl)-cyclohex-1-en-1-yl] methanol + an oxidized [NADPH-hemoprotein reductase] + H2O		RXN-12656
trans-&Delta;20-39-hydroxy-40-methyl-C60:1-[acp] reductase		RXN1G-3667
O-succinyl-L-homoserine  ->  succinate + (Z)-2-aminobutenoate + H+		RXN-15147
choline dehydrogenase	EC-1.1.1	RXN-6021
a 4-chloro-3-methylpent-2-enedioyl-ACPI domain within [CurA pks] + H+  ->  a 4-chloro-3-methylbut-2-enoyl-ACPI domain within [CurA pks] + CO2	EC-4.1.1	RXN-23043
ATP + alpha-D-ribose-1-phosphate  =  ADP + alpha-D-ribose 1,5-bisphosphate + H+		RXN0-1402
myristoyl-D-asparaginyl-butan-2-aminyl-malonyl-1-aminocyclopropane-1-carboxyl-acetyl-aminomethyl-1,3-thiazole-4-carboxy-glycyl-[ClbK polyketide synthase] + L-cysteinyl-[ClbK polyketide synthase] + NADP+  ->  myristoyl-D-asparaginyl-butan-2-aminyl-malonyl-1-aminocyclopropane-1-carboxyl-acetyl-aminomethyl-1,3-thiazole-4-carboxy-2-(aminomethyl)-1,3-thiazole-4-carboxyl-[ClbK polyketide synthase] + a holo [ClbK polyketide synthase] + NADPH + H2O + 2 H+		RXN-21128
acetyl-CoA + an N-terminal L-alanyl-[protein]  ->  an N-terminal N-acetyl-L-alanyl-[protein] + coenzyme A + H+	EC-2.3.1.255	RXN-17860
an N-acyl-D-mannosamine + ATP  =  an N-acyl-alpha-D-mannosamine 6-phosphate + ADP + H+	EC-2.7.1.60	N-ACYLMANNOSAMINE-KINASE-RXN
preQ0 at position 15 of an archaeal tRNA + L-glutamine + H2O  <-->  archaeosine at position 15 of an archaeal tRNA + L-glutamate	EC-2.6.1.97	RXN-12145
a malonyl-[acp] + an arachidoyl-[acp] + H+  ->  a 3-oxodocosanoyl-[acp] + CO2 + acyl-carrier protein	EC-2.3.1.41	RXN1G-445
(R)-8-oxocitronellyl enol + NADP+  <-  (6E)-8-oxogeranial + NADPH + H+	EC-1.3.1.123	RXN-20749
2-oxoglutarate + 2 an oxidized ferredoxin [iron-sulfur] cluster + coenzyme A  <-->  succinyl-CoA + CO2 + 2 a reduced ferredoxin [iron-sulfur] cluster + H+	EC-1.2.7.3	2-OXOGLUTARATE-SYNTHASE-RXN
prostaglandin H3  ->  prostaglandin I3	EC-5.3.99.4	RXN-23490
3-methyl-2-hydroxybutanoyl-[PCP1 domain within HctF NRPS] + 2 a reduced ferredoxin [iron-sulfur] cluster + dioxygen + 2 H+  ->  2,3-dihydroxy-3-methylbutanoyl-[PCP1 domain within HctF NRPS] + 2 an oxidized ferredoxin [iron-sulfur] cluster + H2O	EC-1.14.15	RXN-23064
D-glucopyranose + ATP  ->  D-glucopyranose 6-phosphate + ADP + H+	EC-2.7.1.1 // EC-2.7.1.2	GLUCOKIN-RXN
(-)-afzelechin + 2 NADP+  <-  pelargonidin + 2 NADPH + 3 H+	EC-1.3.1.112	RXN-17720
3,5,7,9,11,13,15,17,19-nonaoxoicosanoyl-[PKS-acp]  ->  6-[5-hydroxy-3-oxo-2-(3,5,7-trioxooctanoyl)phenyl]-3,5-dioxohexanoyl-[PKS-acp] + H2O	EC-4.2.1	RXN-17999
3 S-adenosyl-L-methionine + [fructose-bisphosphate aldolase]-lysine  ->  3 S-adenosyl-L-homocysteine + a [fructose-bisphosphate aldolase]-N6,N6,N6-trimethyl-L-lysine + 3 H+	EC-2.1.1.259	RXN-13588
adenosylcobinamide-GDP + alpha-ribazole 5'-phosphate  ->  adenosylcobalamin 5'-phosphate + GMP + H+	EC-2.7.8.26	COBALAMIN5PSYN-RXN
cis,cis-delta9,27-3-oxo-C46:2-[acyl-carrier protein] synthase	EC-2.3.1.294	RXN1G-557
a beta-D glucoside + H2O  ->  a non glucosylated D-glucose acceptor + D-glucopyranose	EC-3.2.1.21	3.2.1.21-RXN
aclacinomycin N + dioxygen  ->  aclacinomycin A + hydrogen peroxide	EC-1.1.3.45	RXN-14689
(2S,3S,5S,7S)-3,7-dihydroxy-2,5,8,8-tetramethylnonanoyl-[ACP domain within AprG PKS] + L-cysteinyl-[non-ribosomal peptide synthase AprH]  ->  aparatoxin intermediate-[non-ribosomal peptide synthase AprH] + a holo ACP domain within [AprG PKS] + H2O + H+		RXN-23084
epoxypheophorbide a + H2O  ->  red chlorophyll catabolite		RXN-17253
a menthone + NADPH + H+ + dioxygen  ->  a 7-isopropyl-4-methyloxepan-2-one + NADP+ + H2O	EC-1.14.13.105	RXN-9440
2 3-[(8Z,11E,13Z)-pentadeca-8,11,13-trien-1-yl] )catechol + dioxygen  ->  dimeric urushiol peroxide + H2O	EC-1.10.3	RXN-11657
6-methoxy-2-octaprenyl-1,4-benzoquinone methyltransferase	EC-2.1.1.163	RXN-14177
a cis,cis-delta17,29-3-hydroxyC48:2-[acp]  ->  a trans-delta2-cis,cis-delta17,29-C48:3-[acp] + H2O	EC-4.2.1.M2	RXN1G-760
leinamycin E + 2 a reduced ferredoxin [iron-sulfur] cluster + dioxygen + 2 H+  ->  leinamycin Z2 + 2 an oxidized ferredoxin [iron-sulfur] cluster + H2O	EC-1.14.15	RXN-22917
(S)-1-pyrroline-5-carboxylate + malonyl-CoA + H+ + H2O  ->  (2S,5S)-5-carboxymethyl proline + CO2 + coenzyme A	EC-2.3.1.226	RXN-8947
(S)-methylmalonyl-CoA + a holo [SpnA polyketide synthase] + H+  ->  propanoyl-[SpnA polyketide synthase] + CO2 + coenzyme A		RXN-23103
2-formylbenzoate + NAD+ + H2O  =  phthalate + NADH + 2 H+	EC-1.2.1.78	RXN-11184
3-methylbutanoyl-CoA + a malonyl-[acp] + H+  ->  a 5-methyl-3-oxohexanoyl-[acp] + CO2 + coenzyme A	EC-2.3.1.300	RXN-21610
1-stearoyl-sn-glycerol 3-phosphate + H2O  ->  1-stearoyl-sn-glycerol + phosphate	EC-3.1.3.106	RXN-19711
2 an oxidized [NapC protein][out] + a ubiquinol[membrane]  ->  2 a reduced [NapC protein][out] + a ubiquinone[membrane] + 2 H+[out]	EC-7.1.1.8	RXN-18584
sulfanylarsonate + H2O  ->  arsenate + hydrogen sulfide		RXN-22407
a NovH peptidyl-carrier protein + L-tyrosine + ATP  ->  L-tyrosine-S-[NovH protein] + AMP + diphosphate		RXN-14666
a carboxylate + GTP + coenzyme A  ->  an acyl-CoA + GDP + phosphate	EC-6.2.1.10	ACID--COA-LIGASE-GDP-FORMING-RXN
3-deoxy-alpha-D-manno-2-octulosonate + dioxygen  ->  3,8-dideoxy-8-oxo-alpha-D-manno-octulosonate + hydrogen peroxide	EC-1.1.3.48	RXN-16746
4-hydroxypentanoyl-CoA + ATP  ->  4-(phosphooxy)pentanoyl-CoA + ADP + H+	EC-2.7.1.M16	RXN-19187
toluene + NADH + dioxygen + H+  ->  (1S,2R)-3-methylcyclohexa-3,5-diene-1,2-diol + NAD+	EC-1.14.12.11	TOLUENE-DIOXYGENASE-RXN
a (3R,10S)-3-hydroxy-10-methyldodecanoyl-[acp]  ->  a (2E,10S)-10-methyldodec-2-enoyl-[acp] + H2O	EC-4.2.1.59	RXN-21627
an [E1 NEDD8-activating enzyme]-L-cysteine + a [NEDD8] C-terminal glycine + ATP  ->  an [E1 NEDD8-activating enzyme]-S-[NEDD8 protein]-yl-L-cysteine + AMP + diphosphate	EC-6.2.1.64	RXN-18742
(<i>R</i>)-2-hydroxybutanoate dehydrogenase (NADP+)	EC-1.1.1.272	RXN-13719
2 ATP + N-acetyl-L-aspartate + 2 L-glutamate  ->  2 ADP + N-acetyl-alpha-L-aspartyl-L-glutamyl-L-glutamate + 2 phosphate + 2 H+	EC-6.3.2.42	RXN-15267
