"EC","EC2","ec"
"RXN-13700","RXN-13700","4.2.1.139"
"RXN-8476","RXN-8476","2.4.1.330"
"RXN-10708","RXN-10708","3.1.2.20"
"RXN-13166","RXN-13166","1.1.3"
"RXN-21935","RXN-21935","2.4.1"
"RXN-7908","RXN-7908","4.2.1.96"
"1.5.1.27-RXN","1.5.1.27","1.5.1.27"
"R306-RXN","R306","3.7.1.M3"
"RXN-18712","RXN-18712","1.14.13"
"RXN-21333","RXN-21333","2.8.4.6"
"RXN-15699","RXN-15699","2.5.1.127"
"RXN-18234","RXN-18234","2.4.1.69"
"RXN0-7391","RXN0-7391","3.5.1"
"RXN-12667","RXN-12667","2.3.1.M89"
"RXN-624","RXN-624","3.13.1.3"
"RXN0-1863","RXN0-1863","2.6.1.92 // EC-2.6.1.87"
"N-METHYLALANINE-DEHYDROGENASE-RXN","N-METHYLALANINE-DEHYDROGENASE","1.4.1.17"
"RXN-12156","RXN-12156","1.1.1"
"RXN-20760","RXN-20760","5.4.99"
"RXN-23500","RXN-23500","3.3.2.10"
"GLUCOSAMINEPNACETYLTRANS-RXN","GLUCOSAMINEPNACETYLTRANS","2.3.1.4"
"RXN-17730","RXN-17730","3.1.3.4"
"CORTISOL-O-ACETYLTRANSFERASE-RXN","CORTISOL-O-ACETYLTRANSFERASE","2.3.1.27"
"RXN-14698","RXN-14698","2.3.1.227"
"RXN-17266","RXN-17266","4.1.1.M4"
"RXN-14187","RXN-14187","3.6.1.6"
"RXN-8957","RXN-8957","1.3.1.85"
"RXN-11196","RXN-11196","1.4.5.1"
"RXN-22417","RXN-22417","2.4.1"
"ACYL-COA-HYDROLASE-RXN","ACYL-COA-HYDROLASE","3.1.2.20"
"RXN-16755","RXN-16755","1.14.13"
"TRANS-PENTAPRENYLTRANSFERASE-RXN","TRANS-PENTAPRENYLTRANSFERASE","2.5.1.83"
"RXN-13731","RXN-13731","3.1.4"
"RXN-16216","RXN-16216","1.14.13"
"RXN-8492","RXN-8492","2.3.1"
"RXN-10733","RXN-10733","2.3.1"
"RXN-13198","RXN-13198","1.1.1.1"
"RXN-21951","RXN-21951","2.3.1"
"RXN-7946","RXN-7946","5.3.99.8"
"1.6.5.7-RXN","1.6.5.7","1.6.5.7"
"R362-RXN","R362","1.1.3"
"RXN-18732","RXN-18732","2.4.1.360"
"MALONYL-COA-DECARBOXYLASE-RXN","MALONYL-COA-DECARBOXYLASE","4.1.1.9"
"RXN-15722","RXN-15722","2.3.1"
"RXN-18250","RXN-18250","2.4.1.152"
"RXN18C3-10","RXN18C3-10","2.4.1"
"RXN-12690","RXN-12690","1.3.99.4"
"RXN-6383","RXN-6383","4.2.1.116"
"NAG1P-URIDYLTRANS-RXN","NAG1P-URIDYLTRANS","2.7.7.23"
"RXN-12177","RXN-12177","3.2.1.180"
"RXN-20784","RXN-20784","2.7.1.130"
"RXN-23521","RXN-23521","3.1.1.4"
"GLUCURONOXYLAN-4-O-METHYLTRANSFERASE-RXN","GLUCURONOXYLAN-4-O-METHYLTRANSFERASE","2.1.1.112"
"RXN-20313","RXN-20313","2.4.1"
"RXN0-2381","RXN0-2381","4.1.2.8"
"CYCLOARTENOL-SYNTHASE-RXN","CYCLOARTENOL-SYNTHASE","5.4.99.8"
"3.2.1.6-RXN","3.2.1.6","3.2.1.6"
"RXN-14715","RXN-14715","1.3.1.124"
"RXN-17286","RXN-17286","2.4.1.M5"
"RXN-11689","RXN-11689","1.1.1.310"
"RXN-22959","RXN-22959","1.4.1.28"
"RXN-8979","RXN-8979","4.2.1.117"
"RXN-19752","RXN-19752","3.1.1.104"
"RXN-22447","RXN-22447","3.2.1.215"
"ADENOSINE-TETRAPHOSPHATASE-RXN","ADENOSINE-TETRAPHOSPHATASE","3.6.1.14"
"2.5.1.5-RXN","2.5.1.5","2.5.1.5"
"RXN-16777","RXN-16777","2.4.2.51"
"RXN-13761","RXN-13761","4.2.3.135"
"RXN-21967","RXN-21967","2.4.1"
"R5-RXN","R5","1.3.1.57"
"RXN-18751","RXN-18751","5.3.3.8"
"RXN-21367","RXN-21367","3.5.1.M21"
"RXN66-470","RXN66-470","1.14.11"
"MANNITOL-2-DEHYDROGENASE-NADP+-RXN","MANNITOL-2-DEHYDROGENASE-NADP+","1.1.1.138"
"RXN-15742","RXN-15742","4.3.2"
"RXN-18268","RXN-18268","2.4.3.1"
"RXN18C3-20","RXN18C3-20","4.2.3"
"RXN-12709","RXN-12709","1.1.1"
"RXN-6501","RXN-6501","2.4.1.250"
"NITRATE-REDUCTASE-NADH-RXN","NITRATE-REDUCTASE-NADH","1.7.1.1"
"RXN-12201","RXN-12201","2.7.9.4"
"RXN-2542","RXN-2542","2.1.1.295"
"RXN-17779","RXN-17779","1.3.8.8"
"RXN-20343","RXN-20343","1.3.1.93"
"RXN0-2921","RXN0-2921","6.3.2.17"
"3.2.1.8-RXN","3.2.1.8","3.2.1.M35 // EC-3.2.1.M32 // EC-3.2.1.8 // EC-3.2.1.M34"
"RXN-14735","RXN-14735","2.3.1"
"RXN-17317","RXN-17317","2.3.1.284"
"RXN-9489","RXN-9489","1.1.1.353"
"RXN-14237","RXN-14237","1.14.13"
"RXN-19769","RXN-19769","3.2.1.55"
"RXN-22470","RXN-22470","3.1.3.M12"
"ADP-PHOSPHOGLYCERATE-PHOSPHATASE-RXN","ADP-PHOSPHOGLYCERATE-PHOSPHATASE","3.1.3.28"
"2.6.1.32-RXN","2.6.1.32","2.6.1.32"
"RXN-16797","RXN-16797","1.14.12.24"
"RXN-9000","RXN-9000","2.4.1.17"
"TRIPHOSPHATASE-RXN","TRIPHOSPHATASE","3.6.1.25"
"RXN-13782","RXN-13782","1.3"
"RXN-16254","RXN-16254","1.14.13"
"RXN-10775","RXN-10775","4.2.3.45"
"RXN-21983","RXN-21983","1.1.1.146"
"RXN-8005","RXN-8005","2.4.1"
"16-HYDROXYSTEROID-EPIMERASE-RXN","16-HYDROXYSTEROID-EPIMERASE","5.1.99.2"
"R562-RXN","R562","2.6.1.116"
"RXN-18769","RXN-18769","3.2.1.M9"
"MESO-TARTRATE-DEHYDROGENASE-RXN","MESO-TARTRATE-DEHYDROGENASE","1.3.1.7"
"RXN-15761","RXN-15761","3.1.6.21"
"RXN-18286","RXN-18286","2.4.3.8"
"RXN18C3-3","RXN18C3-3","1.14.13"
"RXN-12731","RXN-12731","4.1.1"
"RXN-15251","RXN-15251","3.5.1.123"
"RXN-6601","RXN-6601","2.3.2.2"
"NUCLEOSIDE-TRIPHOSPHATASE-RXN","NUCLEOSIDE-TRIPHOSPHATASE","3.6.1.15"
"GLYCERALDEHYDE-DEHYDRO-RXN","GLYCERALDEHYDE-DEHYDRO","1.2.99.8"
"RXN-17795","RXN-17795","2.3.1.16"
"RXN-20359","RXN-20359","2.3.1.296"
"RXN0-3201","RXN0-3201","3.4.21"
"CYTOKININ-7-BETA-GLUCOSYLTRANSFERASE-RXN","CYTOKININ-7-BETA-GLUCOSYLTRANSFERASE","2.4.1.118"
"3.2.2.10-RXN","3.2.2.10","3.2.2.10"
"RXN-9543","RXN-9543","2.3.1.199"
"RXN-11729","RXN-11729","1.1.1"
"RXN-23003","RXN-23003","4.4.1.20"
"RXN-19797","RXN-19797","1.1.1"
"RXN-22491","RXN-22491","3.5.1.137"
"ALANINE--OXO-ACID-AMINOTRANSFERASE-RXN","ALANINE--OXO-ACID-AMINOTRANSFERASE","2.6.1.12"
"2.6.1.65-RXN","2.6.1.65","2.6.1.65"
"RXN-16815","RXN-16815","1.1.3"
"RXN-19255","RXN-19255","3.4.11"
"RXN-9017","RXN-9017","2.1.1.6"
"TRYPTOPHAN-DIMETHYLALLYLTRANSFERASE-RXN","TRYPTOPHAN-DIMETHYLALLYLTRANSFERASE","2.5.1.34"
"RXN-13801","RXN-13801","2.4.1"
"RXN-16271","RXN-16271","2.1.1.316"
"RXN-8542","RXN-8542","4.2.3"
"RXN-10796","RXN-10796","2.3.1"
"RXN-13277","RXN-13277","2.4.1.293"
"RXN-22003","RXN-22003","2.7.1"
"2-FUROATE--COA-LIGASE-RXN","2-FUROATE--COA-LIGASE","6.2.1.31"
"R83-RXN","R83","3.1.3.87"
"RXN-18791","RXN-18791","4.2.3.ek"
"RXN-21432","RXN-21432","3.2.1.52"
"RXN66-505","RXN66-505","3.3.2"
"RXN-15778","RXN-15778","2.6.1"
"RXN18C3-45","RXN18C3-45","2.3.1"
"RXN-12748","RXN-12748","1.3.99"
"RXN-15283","RXN-15283","4.1.1.56"
"RXN-6685","RXN-6685","1.14.11.59"
"OLIGOGALACTURONIDE-LYASE-RXN","OLIGOGALACTURONIDE-LYASE","4.2.2.6"
"RXN-12241","RXN-12241","2.4.2.44"
"GLYCINE-FORMIMINOTRANSFERASE-RXN","GLYCINE-FORMIMINOTRANSFERASE","2.1.2.4"
"RXN-17829","RXN-17829","2.4.1"
"RXN-20376","RXN-20376","1.1.1.330"
"RXN0-3741","RXN0-3741","3.1.3.89"
"D-GLUTAMATE-OXIDASE-RXN","D-GLUTAMATE-OXIDASE","1.4.3.15 // EC-1.4.3.7"
"RXN-14778","RXN-14778","4.2.1.119"
"RXN-9577","RXN-9577","2.4.1.M28"
"RXN-11747","RXN-11747","2.2.1.8"
"RXN-14274","RXN-14274","2.3.1.16"
"RXN-11290","RXN-11290","3.5.1.104"
"RXN-19817","RXN-19817","2.5.1.152"
"RXN-22508","RXN-22508","2.4.1.384"
"ALDEHYDE-DEHYDROGENASE-NADP+-RXN","ALDEHYDE-DEHYDROGENASE-NADP+","1.2.1.4"
"2.7.1.151-RXN","2.7.1.151","2.7.1.151"
"1.11.1.15-RXN","1.11.1.15","1.11.1.15"
"1.15.1.2-RXN","1.15.1.2","1.15.1.2"
"1.17.4.2-RXN","1.17.4.2","1.17.4.2"
"1.2.7.5-RXN","1.2.7.5","1.2.7.5"
"1.2.7.8-RXN","1.2.7.8","1.2.7.8"
"1.21.4.3-RXN","1.21.4.3","1.21.4.3"
"1.21.4.4-RXN","1.21.4.4","1.21.4.4"
"1.3.1.9-RXN","1.3.1.9","1.3.1.9"
"1.5.5.1-RXN","1.5.5.1","1.5.5.1"
"1.6.4.4-RXN","1.6.4.4","1.6.4.4"
"1.6.99.5-RXN","1.6.99.5","1.6.99.5"
"1.7.2.3-RXN","1.7.2.3","1.7.2.3"
"1.8.4.12-RXN","1.8.4.12","1.8.4.12"
"1.8.4.14-RXN","1.8.4.14","1.8.4.14"
"2.1.1.86-RXN","2.1.1.86","2.1.1.86"
"2.3.1.41-RXN","2.3.1.41","2.3.1.41"
"2.4.1.212-RXN","2.4.1.212","2.4.1.212"
"2.4.1.44-RXN","2.4.1.44","2.4.1.44"
"2.4.1.52-RXN","2.4.1.52","2.4.1.52"
"2.4.1.58-RXN","2.4.1.58","2.4.1.58"
"2.6.1.82-RXN","2.6.1.82","2.6.1.82"
"2.7.1.69-RXN","2.7.1.69","2.7.1.69"
"2.7.7.8-RXN","2.7.7.8","2.7.7.8"
"2.7.8.12-RXN","2.7.8.12","2.7.8.12"
"2.8.1.6-RXN","2.8.1.6","2.8.1.6"
"3.1.11.1-RXN","3.1.11.1","3.1.11.1"
"3.1.11.2-RXN","3.1.11.2","3.1.11.2"
"3.1.11.6-RXN","3.1.11.6","3.1.11.6"
"3.1.13.1-RXN","3.1.13.1","3.1.13.1"
"3.1.13.5-RXN","3.1.13.5","3.1.13.5"
"3.1.21.1-RXN","3.1.21.1","3.1.21.1"
"3.1.21.2-RXN","3.1.21.2","3.1.21.2"
"3.1.21.3-RXN","3.1.21.3","3.1.21.3"
"3.1.21.4-RXN","3.1.21.4","3.1.21.4"
"3.1.21.5-RXN","3.1.21.5","3.1.21.5"
"3.1.21.7-RXN","3.1.21.7","3.1.21.7"
"3.1.26.11-RXN","3.1.26.11","3.1.26.11"
"3.1.26.12-RXN","3.1.26.12","3.1.26.12"
"3.1.26.3-RXN","3.1.26.3","3.1.26.3"
"3.1.26.4-RXN","3.1.26.4","3.1.26.4"
"3.1.26.8-RXN","3.1.26.8","3.1.26.8"
"3.1.27.6-RXN","3.1.27.6","3.1.27.6"
"3.2.1.35-RXN","3.2.1.35","3.2.1.35"
"3.2.1.96-RXN","3.2.1.96","3.2.1.96"
"3.2.1.97-RXN","3.2.1.97","3.2.1.97"
"3.2.2.15-RXN","3.2.2.15","3.2.2.15"
"3.2.2.21-RXN","3.2.2.21","3.2.2.21"
"3.2.2.23-RXN","3.2.2.23","3.2.2.23"
"3.4.11.1-RXN","3.4.11.1","3.4.11.1"
"3.4.11.10-RXN","3.4.11.10","3.4.11.10"
"3.4.11.18-RXN","3.4.11.18","3.4.11.18"
"3.4.11.2-RXN","3.4.11.2","3.4.11.2"
"3.4.11.24-RXN","3.4.11.24","3.4.11.24"
"3.4.11.4-RXN","3.4.11.4","3.4.11.4"
"3.4.11.5-RXN","3.4.11.5","3.4.11.5"
"3.4.11.6-RXN","3.4.11.6","3.4.11.6"
"3.4.11.7-RXN","3.4.11.7","3.4.11.7"
"3.4.11.9-RXN","3.4.11.9","3.4.11.9"
"3.4.13.18-RXN","3.4.13.18","3.4.13.18"
"3.4.13.19-RXN","3.4.13.19","3.4.13.19"
"3.4.13.20-RXN","3.4.13.20","3.4.13.20"
"3.4.13.21-RXN","3.4.13.21","3.4.13.21"
"3.4.13.9-RXN","3.4.13.9","3.4.13.9"
"3.4.14.11-RXN","3.4.14.11","3.4.14.11"
"3.4.14.12-RXN","3.4.14.12","3.4.14.12"
"3.4.14.4-RXN","3.4.14.4","3.4.14.4"
"3.4.14.5-RXN","3.4.14.5","3.4.14.5"
"3.4.15.5-RXN","3.4.15.5","3.4.15.5"
"3.4.16.4-RXN","3.4.16.4","3.4.16.4"
"3.4.17.11-RXN","3.4.17.11","3.4.17.11"
"3.4.17.13-RXN","3.4.17.13","3.4.17.13"
"3.4.17.19-RXN","3.4.17.19","3.4.17.19"
"3.4.19.11-RXN","3.4.19.11","3.4.19.11"
"3.4.19.5-RXN","3.4.19.5","3.4.19.5"
"3.4.21.102-RXN","3.4.21.102","3.4.21.102"
"3.4.21.105-RXN","3.4.21.105","3.4.21.105"
"3.4.21.107-RXN","3.4.21.107","3.4.21.107"
"3.4.21.108-RXN","3.4.21.108","3.4.21.108"
"3.4.21.116-RXN","3.4.21.116","3.4.21.116"
"3.4.21.26-RXN","3.4.21.26","3.4.21.26"
"3.4.21.53-RXN","3.4.21.53","3.4.21.53"
"3.4.21.62-RXN","3.4.21.62","3.4.21.62"
"3.4.21.83-RXN","3.4.21.83","3.4.21.83"
"3.4.21.87-RXN","3.4.21.87","3.4.21.87"
"3.4.21.88-RXN","3.4.21.88","3.4.21.88"
"3.4.21.89-RXN","3.4.21.89","3.4.21.89"
"3.4.21.92-RXN","3.4.21.92","3.4.21.92"
"3.4.21.96-RXN","3.4.21.96","3.4.21.96"
"3.4.22.10-RXN","3.4.22.10","3.4.22.10"
"3.4.22.37-RXN","3.4.22.37","3.4.22.37"
"3.4.22.40-RXN","3.4.22.40","3.4.22.40"
"3.4.22.8-RXN","3.4.22.8","3.4.22.8"
"3.4.23.36-RXN","3.4.23.36","3.4.23.36"
"3.4.23.43-RXN","3.4.23.43","3.4.23.43"
"3.4.24.32-RXN","3.4.24.32","3.4.24.32"
"3.4.24.55-RXN","3.4.24.55","3.4.24.55"
"3.4.24.57-RXN","3.4.24.57","3.4.24.57"
"3.4.24.64-RXN","3.4.24.64","3.4.24.64"
"3.4.24.70-RXN","3.4.24.70","3.4.24.70"
"3.4.24.71-RXN","3.4.24.71","3.4.24.71"
"3.4.24.75-RXN","3.4.24.75","3.4.24.75"
"3.4.25.1-RXN","3.4.25.1","3.4.25.1"
"3.5.1.27-RXN","3.5.1.27","3.5.1.27"
"3.6.1.19-RXN","3.6.1.19","3.6.1.19"
"3.6.3.12-RXN","3.6.3.12","3.6.3.12"
"3.6.3.15-RXN","3.6.3.15","3.6.3.15"
"3.6.3.16-RXN","3.6.3.16","3.6.3.16"
"3.6.3.17-RXN","3.6.3.17","3.6.3.17"
"3.6.3.19-RXN","3.6.3.19","3.6.3.19"
"3.6.3.2-RXN","3.6.3.2","3.6.3.2"
"3.6.3.20-RXN","3.6.3.20","3.6.3.20"
"3.6.3.21-RXN","3.6.3.21","3.6.3.21"
"3.6.3.23-RXN","3.6.3.23","3.6.3.23"
"3.6.3.24-RXN","3.6.3.24","3.6.3.24"
"3.6.3.25-RXN","3.6.3.25","3.6.3.25"
"3.6.3.28-RXN","3.6.3.28","3.6.3.28"
"3.6.3.29-RXN","3.6.3.29","3.6.3.29"
"3.6.3.3-RXN","3.6.3.3","3.6.3.3"
"3.6.3.30-RXN","3.6.3.30","3.6.3.30"
"3.6.3.31-RXN","3.6.3.31","3.6.3.31"
"3.6.3.33-RXN","3.6.3.33","3.6.3.33"
"3.6.3.34-RXN","3.6.3.34","3.6.3.34"
"3.6.3.36-RXN","3.6.3.36","3.6.3.36"
"3.6.3.4-RXN","3.6.3.4","3.6.3.4"
"3.6.3.40-RXN","3.6.3.40","3.6.3.40"
"3.6.3.41-RXN","3.6.3.41","3.6.3.41"
"3.6.3.42-RXN","3.6.3.42","3.6.3.42"
"3.6.3.43-RXN","3.6.3.43","3.6.3.43"
"3.6.3.44-RXN","3.6.3.44","3.6.3.44"
"3.6.3.53-RXN","3.6.3.53","3.6.3.53"
"3.6.3.8-RXN","3.6.3.8","3.6.3.8"
"4.2.99.18-RXN","4.2.99.18","4.2.99.18"
"5.99.1.2-RXN","5.99.1.2","5.99.1.2"
"5.99.1.3-RXN","5.99.1.3","5.99.1.3"
"6.1.1.23-RXN","6.1.1.23","6.1.1.23"
"6.1.1.24-RXN","6.1.1.24","6.1.1.24"
"6.3.5.6-RXN","6.3.5.6","6.3.5.6"
"6.3.5.7-RXN","6.3.5.7","6.3.5.7"
"ABC-10-RXN","ABC-10","7.2.2.17"
"ABC-11-RXN","ABC-11","7.2.2.16"
"ABC-12-RXN","ABC-12","7.4.2.1"
"ABC-13-RXN","ABC-13","7.4.2.1"
"ABC-14-RXN","ABC-14","7.4.2.1"
"ABC-16-RXN","ABC-16","7.5.2.1"
"ABC-18-RXN","ABC-18",NA
"ABC-19-RXN","ABC-19","7.3.2.5"
"ABC-2-RXN","ABC-2","7.5.2.12"
"ABC-20-RXN","ABC-20","7.2.2.1"
"ABC-23-RXN","ABC-23","7.3.2.2"
"ABC-24-RXN","ABC-24","7.6.2.11"
"ABC-25-RXN","ABC-25","7.6.2.11"
"ABC-27","ABC-27","7.3.2.1"
"ABC-27-RXN","ABC-27","7.3.2.1"
"ABC-28-RXN","ABC-28","3.6.3.17"
"ABC-3-RXN","ABC-3","7.4.2.1"
"ABC-33-RXN","ABC-33","7.5.2.10"
"ABC-34-RXN","ABC-34","7.6.2.10"
"ABC-37-RXN","ABC-37","7.4.2.1"
"ABC-4-RXN","ABC-4","7.4.2.1"
"ABC-5-RXN","ABC-5","7.6.2.8"
"ABC-64-RXN","ABC-64","7.6.2.7"
"ABC-7-RXN","ABC-7","7.3.2.3"
"ABC-70-RXN","ABC-70","7.3.2.3"
"ABC-9-RXN","ABC-9","7.2.2.18"
"ACNEULY","ACNEULY","4.1.3.3"
"ACNEULY-RXN","ACNEULY","4.1.3.3"
"ACYLGPEACYLTRANS","ACYLGPEACYLTRANS","2.3.1.40"
"ACYLGPEACYLTRANS-RXN","ACYLGPEACYLTRANS","2.3.1.40"
"ACYLNEURAMINATE-CYTIDYLYLTRANSFERASE","ACYLNEURAMINATE-CYTIDYLYLTRANSFERASE","2.7.7.43"
"ACYLNEURAMINATE-CYTIDYLYLTRANSFERASE-RXN","ACYLNEURAMINATE-CYTIDYLYLTRANSFERASE","2.7.7.43"
"AMINEPHEN-RXN","AMINEPHEN",NA
"AMINOCYL-TRNA-HYDROLASE","AMINOCYL-TRNA-HYDROLASE","3.1.1.29"
"AMINOCYL-TRNA-HYDROLASE-RXN","AMINOCYL-TRNA-HYDROLASE","3.1.1.29"
"AQUACOBALAMIN-REDUCTASE","AQUACOBALAMIN-REDUCTASE",NA
"AQUACOBALAMIN-REDUCTASE-RXN","AQUACOBALAMIN-REDUCTASE",NA
"ATPSYN","ATPSYN","7.1.2.2"
"ATPSYN-RXN","ATPSYN","7.1.2.2"
"BISPHOSPHOGLYCERATE-PHOSPHATASE","BISPHOSPHOGLYCERATE-PHOSPHATASE","3.1.3.13"
"BISPHOSPHOGLYCERATE-PHOSPHATASE-RXN","BISPHOSPHOGLYCERATE-PHOSPHATASE","3.1.3.13"
"BTUR2","BTUR2","2.5.1.17"
"BTUR2-RXN","BTUR2","2.5.1.17"
"CARBODEHYDRAT","CARBODEHYDRAT",NA
"CARBODEHYDRAT-RXN","CARBODEHYDRAT",NA
"CARBON-MONOXIDE-DEHYDROGENASE","CARBON-MONOXIDE-DEHYDROGENASE","1.2.7.4"
"CARBON-MONOXIDE-DEHYDROGENASE-RXN","CARBON-MONOXIDE-DEHYDROGENASE","1.2.7.4"
"CARBOXY-OXOHEPT-ENEDIOATE-DECARBOXY-RXN","CARBOXY-OXOHEPT-ENEDIOATE-DECARBOXY","4.1.1.68"
"COBALADENOSYLTRANS-RXN","COBALADENOSYLTRANS","2.5.1.17"
"CYTOCHROME-C-PEROXIDASE","CYTOCHROME-C-PEROXIDASE","1.11.1.5"
"CYTOCHROME-C-PEROXIDASE-RXN","CYTOCHROME-C-PEROXIDASE","1.11.1.5"
"DEOXYRIBODIPYRIMIDINE-PHOTOLYASE","DEOXYRIBODIPYRIMIDINE-PHOTOLYASE","4.1.99.3"
"DEOXYRIBODIPYRIMIDINE-PHOTOLYASE-RXN","DEOXYRIBODIPYRIMIDINE-PHOTOLYASE","4.1.99.3"
"DHBAMPLIG","DHBAMPLIG","6.2.1.71"
"DHBAMPLIG-RXN","DHBAMPLIG","6.2.1.71"
"DNA-DIRECTED-DNA-POLYMERASE","DNA-DIRECTED-DNA-POLYMERASE","2.7.7.7"
"DNA-DIRECTED-DNA-POLYMERASE-RXN","DNA-DIRECTED-DNA-POLYMERASE","2.7.7.7"
"DNA-DIRECTED-RNA-POLYMERASE","DNA-DIRECTED-RNA-POLYMERASE","2.7.7.6"
"DNA-DIRECTED-RNA-POLYMERASE-RXN","DNA-DIRECTED-RNA-POLYMERASE","2.7.7.6"
"DNA-LIGASE-NAD+","DNA-LIGASE-NAD+","6.5.1"
"DNA-LIGASE-NAD+-RXN","DNA-LIGASE-NAD+","6.5.1"
"FERREDOXIN--NAD+-REDUCTASE","FERREDOXIN--NAD+-REDUCTASE","1.18.1.3"
"FERREDOXIN--NAD+-REDUCTASE-RXN","FERREDOXIN--NAD+-REDUCTASE","1.18.1.3"
"FLAVONADPREDUCT-RXN","FLAVONADPREDUCT","1.19.1.1"
"FORMATEDEHYDROG","FORMATEDEHYDROG","1.17.5.3"
"FORMATEDEHYDROG-RXN","FORMATEDEHYDROG","1.17.5.3"
"FORMATE-DEHYDROGENASE-CYTOCHROME","FORMATE-DEHYDROGENASE-CYTOCHROME",NA
"FORMATE-DEHYDROGENASE-CYTOCHROME-RXN","FORMATE-DEHYDROGENASE-CYTOCHROME",NA
"GAMMA-GLUTAMYLTRANSFERASE","GAMMA-GLUTAMYLTRANSFERASE","2.3.2.2"
"GAMMA-GLUTAMYLTRANSFERASE-RXN","GAMMA-GLUTAMYLTRANSFERASE","2.3.2.2"
"GLUCDEHYDROG","GLUCDEHYDROG","1.1.5.2"
"GLUCDEHYDROG-RXN","GLUCDEHYDROG","1.1.5.2"
"GLUTACONYL-COA-DECARBOXYLASE","GLUTACONYL-COA-DECARBOXYLASE","1.3.8.6"
"GLUTACONYL-COA-DECARBOXYLASE-RXN","GLUTACONYL-COA-DECARBOXYLASE","1.3.8.6"
"GLY-X-CARBOXYPEPTIDASE","GLY-X-CARBOXYPEPTIDASE","3.4.17.4"
"GLY-X-CARBOXYPEPTIDASE-RXN","GLY-X-CARBOXYPEPTIDASE","3.4.17.4"
"HYDROGENSULFITE-REDUCTASE","HYDROGENSULFITE-REDUCTASE","1.8.1"
"HYDROGENSULFITE-REDUCTASE-RXN","HYDROGENSULFITE-REDUCTASE","1.8.1"
"LONG-CHAIN-ACYL-COA-DEHYDROGENASE","LONG-CHAIN-ACYL-COA-DEHYDROGENASE","1.3.8.8"
"LONG-CHAIN-ACYL-COA-DEHYDROGENASE-RXN","LONG-CHAIN-ACYL-COA-DEHYDROGENASE","1.3.8.8"
"LYSYLTRANSFERASE","LYSYLTRANSFERASE","2.3.2.3"
"LYSYLTRANSFERASE-RXN","LYSYLTRANSFERASE","2.3.2.3"
"METHIONYL-TRNA-FORMYLTRANSFERASE","METHIONYL-TRNA-FORMYLTRANSFERASE","2.1.2.9"
"METHIONYL-TRNA-FORMYLTRANSFERASE-RXN","METHIONYL-TRNA-FORMYLTRANSFERASE","2.1.2.9"
"NADH-DEHYDROG-A","NADH-DEHYDROG-A","7.1.1.2"
"NADH-DEHYDROG-A-RXN","NADH-DEHYDROG-A","7.1.1.2"
"NADH-DEHYDROGENASE","NADH-DEHYDROGENASE",NA
"NADH-DEHYDROGENASE-RXN","NADH-DEHYDROGENASE",NA
"NITRATREDUCT","NITRATREDUCT","1.7.99.4"
"NITRATREDUCT-RXN","NITRATREDUCT","1.7.99.4"
"NQOR","NQOR","1.6.5.2"
"NQOR-RXN","NQOR","1.6.5.2"
"ORNITHINE-GLU-AMINOTRANSFORASE-RXN","ORNITHINE-GLU-AMINOTRANSFORASE","2.6.1.13"
"PECTINESTERASE","PECTINESTERASE","3.1.1.11"
"PECTINESTERASE-RXN","PECTINESTERASE","3.1.1.11"
"PHEAMINOTRANS-RXN","PHEAMINOTRANS","2.6.1.1"
"PHOSICITDEHASE","PHOSICITDEHASE","2.7.11.5"
"PHOSICITDEHASE-RXN","PHOSICITDEHASE","2.7.11.5"
"PLASTOQUINOL--PLASTOCYANIN-REDUCTASE","PLASTOQUINOL--PLASTOCYANIN-REDUCTASE","7.1.1.6"
"PLASTOQUINOL--PLASTOCYANIN-REDUCTASE-RXN","PLASTOQUINOL--PLASTOCYANIN-REDUCTASE","7.1.1.6"
"POLYNUCLEOTIDE-ADENYLYLTRANSFERASE","POLYNUCLEOTIDE-ADENYLYLTRANSFERASE","2.7.7.19"
"POLYNUCLEOTIDE-ADENYLYLTRANSFERASE-RXN","POLYNUCLEOTIDE-ADENYLYLTRANSFERASE","2.7.7.19"
"PRODISULFREDUCT","PRODISULFREDUCT","1.8.4.2"
"PRODISULFREDUCT-RXN","PRODISULFREDUCT","1.8.4.2"
"PSII","PSII","1.10.3.9"
"PSII-RXN","PSII","1.10.3.9"
"R344-RXN","R344","2.5.1.17"
"R524","R524","4.2.1.104"
"R524-RXN","R524","4.2.1.104"
"RIBAZOLEPHOSPHAT","RIBAZOLEPHOSPHAT","3.1.3.73"
"RIBAZOLEPHOSPHAT-RXN","RIBAZOLEPHOSPHAT","3.1.3.73"
"RIBONUCLEOSIDE-DIP-REDUCTI-RXN","RIBONUCLEOSIDE-DIP-REDUCTI","1.17.4.1"
"RNA-3-PHOSPHATE-CYCLASE","RNA-3-PHOSPHATE-CYCLASE","6.5.1.4"
"RNA-3-PHOSPHATE-CYCLASE-RXN","RNA-3-PHOSPHATE-CYCLASE","6.5.1.4"
"RNA-DIRECTED-DNA-POLYMERASE","RNA-DIRECTED-DNA-POLYMERASE","2.7.7.49"
"RNA-DIRECTED-DNA-POLYMERASE-RXN","RNA-DIRECTED-DNA-POLYMERASE","2.7.7.49"
"RXN0-17","RXN0-17","2.7.1.192"
"RXN0-1922","RXN0-1922",NA
"RXN0-2461","RXN0-2461","2.7.1.194"
"RXN0-2522","RXN0-2522","2.7.1.195"
"RXN0-2584: NO_NAME","RXN0-2584","3.2.2.27"
